,Drug Name,Cell Line Name,ic50
2589,GSK2110183B,SF126,2.3668175
2590,UNC0638,Farage,1.6750441
2591,POMHEX,OCI-LY-19,-0.18131685
2592,Bicalutamide,D-392MG,5.2697496
2593,PF-4708671,YH-13,4.404463
2594,AZD5438,LNZTA3WT4,2.4098682
2595,Bromosporine,no-10,2.9225368
2596,Bicalutamide,GRANTA-519,5.229144
2597,Podophyllotoxin bromide,OCI-LY-19,-2.8665624
2598,MIM1,SNB75,4.206541
2599,630600,KNS-42,3.331006
2600,P22077,LNZTA3WT4,3.7190676
2601,123138,KNS-42,2.8542938
2602,GSK-LSD1,KNS-42,3.197383
2603,Mycophenolic acid,CRO-AP2,-1.1141524
2604,PF-4708671,T98G,4.2468433
2605,L-Oxonoreleagnine,RL,2.4621696
2606,741909,OCI-LY-19,0.8565769
2607,GSK-LSD1,MOG-G-CCM,2.973218
2608,123138,MOG-G-CCM,3.1049623
2609,Obatoclax Mesylate,D-566MG,0.8193283
2610,UNC0638,CTB-1,3.2925081
2611,Tretinoin,SU-DHL-5,3.3136435
2612,776928,D-247MG,3.9929037
2613,Elephantin,MOG-G-CCM,5.0663033
2614,776928,D-566MG,3.7415504
2615,CPI-637,D-566MG,3.803378
2616,Elesclomol,A3-KAW,-3.991331
2617,AZD8055,SU-DHL-4,-1.2054558
2618,CPI-637,no-11,5.4562254
2619,SB505124,A4-Fuk,2.2628422
2620,Erlotinib,RL,2.9709272
2621,IOX2,WSU-DLCL2,1.0141144
2622,CHIR-99021,AM-38,4.561862
2623,720427,MC116,2.931302
2624,AZD5991,no-11,4.8128176
2625,Piperlongumine,U251,2.9023428
2626,BX795,BC-1,0.9581671
2627,AZD5153,OCI-LY-19,0.21766567
2628,Mitoxantrone,NMC-G1,3.3226442
2629,GSK2801,MOG-G-UVW,5.17457
2630,Nelarabine,JM1,4.5145464
2631,Dacarbazine,MOG-G-UVW,5.6503944
2632,Elesclomol,SU-DHL-5,-4.803733
2633,ML323,MC116,3.1978369
2634,Dabrafenib,GI-1,4.5362463
2635,Acetalax,D-423MG,4.5580215
2636,Teniposide,Hs-683,-0.80923796
2637,Sinularin,JM1,2.128913
2638,150412,CRO-AP2,2.2979727
2639,630600,SU-DHL-4,0.21669102
2640,CCT-018159,GAMG,3.056405
2641,Sinularin,JEKO-1,1.9074192
2642,LMP744,KNS-81-FD,1.1932526
2643,UNC0379,NMC-G1,6.971759
2644,Topotecan,MOG-G-UVW,-1.2496638
2645,SL0101,KARPAS-1106P,4.7910833
2646,POMHEX,D-247MG,1.9310913
2647,Remodelin,D-566MG,4.648798
2648,Remodelin,KNS-81-FD,4.857606
2649,743380,D-423MG,1.6762362
2650,Remodelin,SU-DHL-16,3.658455
2651,Gefitinib,LNZTA3WT4,3.6144648
2652,CHIR-99021,MOG-G-UVW,4.8784866
2653,Teniposide,KNS-42,2.1135988
2654,5-azacytidine,JEKO-1,1.2560396
2655,741909,D-336MG,1.2668047
2656,BEN,SU-DHL-4,3.0157728
2657,TW 37,LN-18,0.7681246
2658,AZD2014,D-423MG,2.4261637
2659,Acetalax,no-10,4.8376455
2660,SGC-CBP30,JEKO-1,3.059822
2661,AZD6482,LN-229,4.857379
2662,Entospletinib,LNZTA3WT4,3.6207352
2663,Cisplatin,KNS-81-FD,2.872758
2664,Remodelin,D-423MG,3.9572182
2665,N-acetyl cysteine,SU-DHL-4,9.427483
2666,AZD5438,WSU-DLCL2,0.42168617
2667,Cisplatin,no-11,4.101122
2668,Daporinad,A3-KAW,-5.305153
2669,Carmustine,NMC-G1,8.324287
2670,Tretinoin,8-MG-BA,3.9650002
2671,AZD6482,RC-K8,3.6987677
2672,Mitoxantrone,SU-DHL-16,-2.8775492
2673,N-acetyl cysteine,JEKO-1,9.264076
2674,776928,MOG-G-CCM,4.0389156
2675,Remodelin,KINGS-1,6.104499
2676,720427,WSU-DLCL2,2.8636513
2677,N-acetyl cysteine,SF126,9.75778
2678,GSK2830371,SF295,5.118167
2679,Teniposide,no-11,2.9400635
2680,GSK2801,D-502MG,5.718853
2681,CPI-637,Hs-683,4.1763515
2682,AZD6482,JSC-1,3.6205416
2683,TW 37,42-MG-BA,0.31971264
2684,Schweinfurthin A,D-542MG,1.7329664
2685,50869,RL,1.721509
2686,Nelarabine,NMC-G1,8.364372
2687,Romidepsin,LNZTA3WT4,-5.587148
2688,BX795,GB-1,4.2299547
2689,SCH772984,LNZTA3WT4,2.9614458
2690,667880,SNB75,1.8938103
2691,Teniposide,SF295,-0.3399377
2692,Bicalutamide,D-263MG,4.5595007
2693,GSK2830371,no-11,5.887396
2694,Dasatinib,RL,-0.86924696
2695,SL0101,MOG-G-CCM,5.4008646
2696,BX795,SK-MG-1,3.6085825
2697,Vinblastine,SF126,-4.153334
2698,A-366,MC116,2.75739
2699,Cytarabine,D-566MG,0.66282463
2700,Cisplatin,JEKO-1,0.7220812
2701,AZD8055,D-247MG,-0.34604597
2702,ICL-SIRT078,CRO-AP2,1.6773319
2703,Daporinad,TK,-4.8476443
2704,765771,JEKO-1,2.1469746
2705,Tozasertib,GRANTA-519,1.6717119
2706,AZD8055,DOHH-2,-2.3350444
2707,AZD6482,A3-KAW,2.5445528
2708,SGC-CBP30,MC116,3.3224373
2709,BX795,42-MG-BA,2.5439262
2710,GSK269962A,GI-1,0.6921406
2711,CHIR-99021,SU-DHL-6,2.3025455
2712,Tozasertib,U-87-MG,4.2982855
2713,Piperlongumine,MOG-G-UVW,1.7197657
2714,glutathione,CRO-AP2,7.548608
2715,alpha-lipoic acid,no-10,7.643738
2716,SL0101,A172,5.5452175
2717,alpha-lipoic acid,JEKO-1,6.493082
2718,Vincristine,no-10,-2.1092029
2719,Bicalutamide,KS-1,5.102418
2720,Piperlongumine,VAL,1.7731037
2721,741909,MOG-G-UVW,0.713644
2722,AZD6482,D-392MG,4.228426
2723,776928,LNZTA3WT4,3.8354912
2724,Bromosporine,SU-DHL-16,0.14934158
2725,AZD1332,KNS-81-FD,5.1538506
2726,MN-64,MOG-G-UVW,4.917266
2727,ICL-SIRT078,D-566MG,3.9065428
2728,AZD5153,KNS-42,4.226102
2729,Sabutoclax,MOG-G-CCM,0.19529343
2730,BIBR-1532,LNZTA3WT4,4.7594805
2731,POMHEX,D-423MG,1.979783
2732,Tozasertib,T98G,2.7723837
2733,SL0101,VAL,5.013033
2734,Dihydrorotenone,Hs-683,1.110096
2735,Carmustine,SNB75,6.235997
2736,Mitoxantrone,OCI-LY-19,-3.166471
2737,765771,D-566MG,2.6534586
2738,PF-4708671,LN-229,4.504875
2739,Remodelin,D-263MG,5.2575254
2740,IOX2,U251,1.8863401
2741,CZC24832,WSU-DLCL2,3.5426188
2742,LY2109761,LNZTA3WT4,4.8865404
2743,Vinblastine,LNZTA3WT4,-3.3776398
2744,PRT062607,MOG-G-CCM,4.196292
2745,UNC0638,no-11,4.9983883
2746,Pyridostatin,GI-1,3.1860123
2747,AZD5991,SF295,4.0628576
2748,Entinostat,LNZTA3WT4,2.069705
2749,Nelarabine,SNB75,6.270524
2750,Teniposide,MOG-G-UVW,-1.2253165
2751,UNC0379,no-11,5.1847544
2752,SGC-CBP30,LNZTA3WT4,4.4637976
2753,Sinularin,CTB-1,2.4286833
2754,UNC0379,RL,0.99940395
2755,Sinularin,OCI-LY-19,2.3353052
2756,Carmustine,JEKO-1,4.5399837
2757,AZD5153,CRO-AP2,-2.638195
2758,GSK2110183B,D-566MG,2.497076
2759,alpha-lipoic acid,MC116,6.3652897
2760,Tretinoin,GRANTA-519,5.743147
2761,GSK-LSD1,SU-DHL-4,2.1403828
2762,123138,SU-DHL-4,1.7611704
2763,Elephantin,SU-DHL-4,2.6127958
2764,Tozasertib,SU-DHL-8,1.3482618
2765,glutathione,SF295,9.40564
2766,BX795,D-263MG,2.6905165
2767,Piperlongumine,GRANTA-519,2.6675196
2768,AZD5153,CTB-1,-1.4088898
2769,5-azacytidine,Farage,1.3443089
2770,Fludarabine,D-247MG,6.7722015
2771,UNC0379,KNS-42,4.188938
2772,Avagacestat,U-87-MG,5.3262653
2773,5-azacytidine,no-10,3.1232605
2774,150412,YKG-1,3.7301197
2775,BX795,KALS-1,3.604762
2776,Elephantin,SF295,3.5242167
2777,BX795,KARPAS-1106P,2.448207
2778,SGC-CBP30,RL,4.264988
2779,AZD5582,YKG-1,5.020585
2780,Cytarabine,Farage,-1.1449614
2781,XAV939,LNZTA3WT4,4.2062044
2782,Nelarabine,SU-DHL-4,4.759054
2783,150412,NMC-G1,6.302862
2784,GSK2830371,KNS-42,5.407345
2785,AZD6482,KARPAS-422,1.768362
2786,Vinblastine,no-10,-3.966145
2787,Teniposide,NMC-G1,3.7159348
2788,Tretinoin,LN-405,5.300787
2789,Romidepsin,JM1,-6.198638
2790,776928,SF126,3.8522358
2791,MIM1,JM1,3.0542622
2792,Temsirolimus,RC-K8,-1.2997141
2793,150412,OCI-LY-19,2.4121313
2794,UNC0379,Hs-683,3.3069792
2795,Romidepsin,D-566MG,-6.1203737
2796,Bromosporine,D-566MG,1.5642643
2797,TW 37,D-566MG,1.1950836
2798,Carmustine,SU-DHL-4,4.702651
2799,Cytarabine,LNZTA3WT4,1.3308401
2800,615590,D-336MG,3.624179
2801,123829,SNB75,3.0525122
2802,SL0101,SF539,4.7015066
2803,Mitoxantrone,YKG-1,-0.5359516
2804,Dinaciclib,MOG-G-UVW,-3.9989395
2805,AZD1208,Hs-683,5.0237503
2806,Mitoxantrone,no-11,2.2394972
2807,Tozasertib,LN-229,5.0741405
2808,Cisplatin,Farage,1.1805277
2809,Elesclomol,TUR,-2.266728
2810,Mycophenolic acid,YKG-1,0.91752625
2811,Elephantin,no-10,3.2537184
2812,5-azacytidine,MC116,0.71551514
2813,150412,no-11,4.5644894
2814,Vincristine,D-542MG,-1.0350623
2815,Dacarbazine,LNZTA3WT4,5.8458014
2816,AGK2,SF126,3.0850592
2817,Obatoclax Mesylate,CRO-AP2,0.9288931
2818,BEN,KNS-42,5.2689095
2819,Bleomycin,MOG-G-CCM,2.642562
2820,Piperlongumine,SU-DHL-6,1.3801832
2821,50869,LNZTA3WT4,2.3649511
2822,Wnt-C59,MOG-G-UVW,5.121396
2823,Remodelin,LNZTA3WT4,5.4297457
2824,Bicalutamide,SCC-3,3.4995165
2825,LMP744,LNZTA3WT4,-0.6792712
2826,PF-4708671,LN-18,4.284994
2827,GSK2110183B,MOG-G-UVW,2.966341
2828,Vincristine,JEKO-1,-4.8240404
2829,Bicalutamide,8-MG-BA,4.0568495
2830,SL0101,RC-K8,5.5850525
2831,Bleomycin,CTB-1,1.1651335
2832,AZD8055,YKG-1,0.8444748
2833,AZD1332,SF126,2.5527897
2834,BX795,U251,3.1381989
2835,CPI-637,D-336MG,3.8192759
2836,PF-4708671,A172,4.6368055
2837,Dihydrorotenone,JM1,-0.0058221817
2838,729189,SF126,3.0204716
2839,Topotecan,NMC-G1,2.8258448
2840,Topotecan,D-423MG,-0.89941216
2841,AZD5991,D-336MG,2.824647
2842,BEN,CRO-AP2,1.4638958
2843,TW 37,KNS-81-FD,1.1283693
2844,741909,LNZTA3WT4,2.05787
2845,Sinularin,D-502MG,4.052535
2846,SGC-CBP30,CRO-AP2,2.6501083
2847,Teniposide,SNB75,1.5404539
2848,CCT-018159,A172,2.6458836
2849,Bosutinib,RC-K8,2.3301096
2850,Romidepsin,SU-DHL-4,-6.3945932
2851,123829,D-247MG,2.4739618
2852,Mitoxantrone,JM1,-2.122314
2853,AZD6482,MOG-G-CCM,2.9954815
2854,Podophyllotoxin bromide,JEKO-1,-2.1738935
2855,SB505124,GI-1,4.3546257
2856,AZD6482,T98G,3.678916
2857,alpha-lipoic acid,OCI-LY-19,6.7570057
2858,Tretinoin,SF539,3.3827066
2859,SL0101,SF268,5.829893
2860,LCL161,LNZTA3WT4,4.805689
2861,Schweinfurthin A,D-566MG,-0.48228312
2862,AZD8055,D-423MG,-0.46163893
2863,GSK-LSD1,SF126,2.8568134
2864,Carmustine,MOG-G-UVW,6.028364
2865,123138,SF126,2.0313911
2866,Elesclomol,M059J,-2.2531939
2867,Vincristine,NU-DUL-1,-5.3580894
2868,NU7441,RC-K8,3.027566
2869,IOX2,KALS-1,3.047123
2870,AZD8055,Farage,-2.1874719
2871,Elesclomol,GB-1,-1.2825022
2872,LMP744,MOG-G-UVW,-2.2590532
2873,741909,no-11,3.9999418
2874,Tozasertib,GB-1,4.1247663
2875,GSK2110183B,KNS-81-FD,4.184082
2876,776928,D-423MG,3.2155228
2877,Podophyllotoxin bromide,CRO-AP2,-3.0161266
2878,Cisplatin,D-423MG,2.168766
2879,Bromosporine,CTB-1,1.1865215
2880,GSK2801,JM1,3.2064552
2881,615590,NU-DUL-1,3.1090498
2882,Remodelin,KS-1,5.328414
2883,GNE-317,H4,-1.5210958
2884,PCI-34051,WSU-DLCL2,2.700117
2885,A-366,Farage,3.0687742
2886,LMP744,OCI-LY-19,-4.4577637
2887,Fludarabine,SNB75,6.0297947
2888,AZD6482,42-MG-BA,2.1125154
2889,776928,SU-DHL-16,2.573453
2890,AZD5438,Hs-683,1.2256689
2891,MIM1,D-336MG,3.374524
2892,Bromosporine,LNZTA3WT4,2.6010256
2893,Zoledronate,MC116,2.442772
2894,Daporinad,LN-405,-1.754086
2895,Methotrexate,BC-1,-0.5225706
2896,LY2109761,MOG-G-CCM,4.974245
2897,GSK-LSD1,CTB-1,2.3650274
2898,123138,CTB-1,2.3201838
2899,Tretinoin,T98G,4.2430344
2900,ICL-SIRT078,LNZTA3WT4,4.1546326
2901,SB590885,RC-K8,3.6494417
2902,AZD5991,KNS-81-FD,6.7217827
2903,Zoledronate,SU-DHL-16,2.2882967
2904,IOX2,SU-DHL-6,0.9628382
2905,AZD2014,OCI-LY-19,1.9533777
2906,A-366,D-502MG,5.0716705
2907,AZD5438,KNS-42,3.2198448
2908,SGC-CBP30,D-423MG,3.7439957
2909,Bromosporine,MC116,1.3858452
2910,Piperlongumine,GB-1,3.8718615
2911,123829,LNZTA3WT4,2.1509066
2912,Obatoclax Mesylate,MC116,0.6548834
2913,5-azacytidine,OCI-LY-19,1.298604
2914,UMI-77,D-502MG,3.3485832
2915,Dacarbazine,D-566MG,5.063882
2916,Remodelin,JM1,3.4100409
2917,667880,WSU-DLCL2,-0.13470793
2918,Elephantin,D-502MG,4.5493135
2919,Bicalutamide,DB,3.8850975
2920,SB505124,AM-38,4.3314266
2921,Tretinoin,GB-1,5.5051003
2922,POMHEX,SU-DHL-4,0.34032154
2923,CPI-637,CTB-1,2.632555
2924,Elesclomol,H4,-2.924304
2925,Acetalax,CTB-1,4.918439
2926,Elesclomol,A172,-2.1680722
2927,AZD1332,SF295,3.5997057
2928,AZD5582,LNZTA3WT4,1.995513
2929,Bicalutamide,MOG-G-CCM,4.998557
2930,CPI-637,D-423MG,3.72196
2931,CHIR-99021,M059J,5.265319
2932,UNC0379,D-423MG,2.3027725
2933,Bleomycin,SF126,1.6107349
2934,glutathione,SF126,8.974546
2935,POMHEX,SF126,1.8854666
2936,Sinularin,D-566MG,2.468606
2937,OF-1,MOG-G-CCM,4.76073
2938,Nelarabine,D-542MG,6.4349833
2939,720427,no-11,4.352106
2940,Tozasertib,SF539,0.4344597
2941,GSK269962A,BC-1,0.71623325
2942,Tozasertib,SCC-3,-0.40362978
2943,Elesclomol,LN-18,-1.1023674
2944,Elesclomol,TK,-2.4604716
2945,BMS-536924,LNZTA3WT4,1.906539
2946,TW 37,SK-MG-1,1.3155317
2947,741909,SU-DHL-4,1.692523
2948,CHIR-99021,SF539,4.2118587
2949,AZD2014,Hs-683,2.2327738
2950,BX795,TUR,2.2303123
2951,A-366,NU-DUL-1,3.2849007
2952,LMP744,D-247MG,1.1653776
2953,GSK2110183B,CRO-AP2,1.3314857
2954,729189,JM1,2.2092905
2955,Vincristine,D-336MG,-3.230144
2956,LMP744,D-542MG,1.3903942
2957,AZD1208,NMC-G1,7.2256393
2958,Tozasertib,SW1088,3.646615
2959,Tozasertib,SU-DHL-10,0.52044487
2960,Telomerase Inhibitor IX,LNZTA3WT4,0.08798313
2961,POMHEX,D-566MG,1.2308178
2962,GSK2110183B,no-10,2.5539618
2963,CCT-018159,GB-1,4.4696655
2964,SGC-CBP30,NU-DUL-1,3.3958292
2965,SL0101,T98G,4.832431
2966,CCT-018159,SLVL,2.9406834
2967,AZD1208,CRO-AP2,3.6902876
2968,50869,CTB-1,0.3413477
2969,765771,D-423MG,3.5978909
2970,AZD1332,Hs-683,2.1454115
2971,IOX2,LN-229,2.2000418
2972,Bromosporine,SF126,2.9348087
2973,GSK2801,D-542MG,5.424013
2974,AZD6482,KS-1,3.7129326
2975,IOX2,KARPAS-1106P,1.7552385
2976,Dacarbazine,no-10,5.1829014
2977,TW 37,SNB75,1.7363806
2978,GSK269962A,M059J,1.7135267
2979,LMP744,JEKO-1,-3.2358418
2980,Tozasertib,KALS-1,3.6811972
2981,alpha-lipoic acid,D-423MG,7.2970657
2982,Bleomycin,SU-DHL-4,1.5885849
2983,GSK2830371,SNB75,5.4876537
2984,Entospletinib,MOG-G-CCM,3.453516
2985,Bromosporine,D-542MG,3.3224611
2986,Piperlongumine,BC-1,1.2950983
2987,SGC-CBP30,D-247MG,4.766713
2988,Remodelin,YKG-1,4.9667816
2989,AZD6482,GAMG,2.8272552
2990,Dacarbazine,KNS-81-FD,6.0122013
2991,150412,MOG-G-UVW,3.2744036
2992,Piperlongumine,T98G,2.8320036
2993,AZD5438,CTB-1,0.77664185
2994,MIM1,NU-DUL-1,2.757825
2995,630600,MC116,-0.17497969
2996,720427,D-502MG,4.593422
2997,GSK269962A,D-392MG,2.130437
2998,Bromosporine,SNB75,3.819539
2999,CHIR-99021,8-MG-BA,3.8497086
3000,Vinblastine,Farage,-6.1865187
3001,N-acetyl cysteine,D-423MG,9.883938
3002,Afuresertib,LNZTA3WT4,2.1605291
3003,LCL161,MOG-G-UVW,4.93266
3004,Remodelin,SU-DHL-4,3.9311905
3005,Mitoxantrone,D-542MG,1.6057024
3006,BEN,OCI-LY-19,0.9842386
3007,CHIR-99021,WSU-DLCL2,2.5503836
3008,AZD2014,D-502MG,2.7821436
3009,BX795,U-118-MG,4.013048
3010,Mitoxantrone,WSU-DLCL2,-1.509551
3011,AZD2014,MOG-G-UVW,0.86875343
3012,Schweinfurthin A,SU-DHL-16,-2.5509567
3013,L-Oxonoreleagnine,NU-DUL-1,2.8697443
3014,741909,SF295,2.3252993
3015,PF-4708671,JSC-1,3.4630718
3016,Tozasertib,WSU-DLCL2,0.22262955
3017,Remodelin,SF295,4.6183395
3018,Sinularin,Hs-683,2.7629757
3019,Teniposide,JM1,-1.9113111
3020,Zoledronate,MOG-G-UVW,3.7432833
3021,GSK269962A,KALS-1,1.9762249
3022,POMHEX,SNB75,2.8935213
3023,Zoledronate,CRO-AP2,1.9723606
3024,UMI-77,OCI-LY-19,0.8619728
3025,A-366,no-11,5.1101427
3026,CCT-018159,JSC-1,2.4618073
3027,CCT-018159,BC-1,1.4520054
3028,Mycophenolic acid,Farage,0.09675026
3029,720427,MOG-G-UVW,4.170743
3030,N-acetyl cysteine,DOHH-2,9.002569
3031,Piperlongumine,GI-1,1.4499807
3032,729189,SU-DHL-4,2.935443
3033,Bleomycin,D-502MG,2.6113882
3034,VE-822,WSU-DLCL2,1.0974798
3035,Remodelin,RL,4.5392485
